OrderID,FromLoc,ToLoc,Size,OrderDay,LatestDeliveryDay
L08339,10451,10475,5,9,12
L08340,10451,10817,5,9,15
L08341,10451,10468,5,9,12
L08342,10451,10472,5,9,14
L08343,10451,10015,5,9,14
L08344,10549,10422,5,9,12
L08345,10549,10950,5,9,12
L08346,10549,10614,5,9,14
L08347,10429,10368,5,9,13
L08348,10549,10067,5,9,12
L08349,10451,10600,5,9,14
L08350,10451,10074,5,9,13
L08351,10451,10410,5,9,14
L08352,10451,10443,5,9,10
L08353,10451,10713,5,9,12
L08354,10451,10096,5,9,13
L08355,10651,10451,5,9,14
L08356,10654,10451,5,9,12
L08357,10417,10273,5,9,14
L08358,10417,10101,5,9,13
L08359,10417,10483,5,9,12
L08360,10461,10549,5,9,12
L08361,10549,10414,5,9,14
L08362,10426,10464,5,9,13
L08363,10193,10438,5,9,12
L08364,10869,10549,5,9,12
L08365,10452,10244,5,9,14
L08366,10451,10012,5,9,12
L08367,10451,10083,5,9,14
L08368,10451,10083,5,9,12
L08369,10451,10469,5,9,12
L08370,10451,10483,4,9,13
L08371,10451,10390,4,9,13
L08372,10549,10779,4,9,12
L08373,10451,10438,4,9,11
L08374,10451,10124,4,9,14
L08375,10451,10082,4,9,13
L08376,10451,10467,4,9,12
L08377,10451,10579,4,9,14
L08378,10451,10342,4,9,11
L08379,10451,10082,4,9,12
L08380,10451,10181,4,9,13
L08381,10451,10082,4,9,11
L08382,10451,10082,4,9,13
L08383,10451,10082,4,9,11
L08384,10451,10100,4,9,12
L08385,10451,10058,4,9,12
L08386,10549,10471,4,9,13
L08387,10451,10067,4,9,12
L08388,10549,10414,4,9,13
L08389,10451,10074,4,9,12
L08390,10451,10425,4,9,13
L08391,10451,10462,4,9,12
L08392,10451,10342,4,9,12
L08393,10451,10464,4,9,14
L08394,10451,10434,4,9,12
L08395,10451,10415,4,9,13
L08396,10451,10450,4,9,13
L08397,10451,10080,4,9,11
L08398,10452,10549,4,9,11
L08399,10451,10779,4,9,11
L08400,10451,10378,4,9,12
L08401,10451,10349,4,9,13
L08402,10451,10737,4,9,12
L08403,10451,10428,4,9,13
L08404,10451,10101,4,9,14
L08405,10451,10456,4,9,13
L08406,10549,10440,4,9,12
L08407,10451,10002,4,9,13
L08408,10549,10349,4,9,14
L08409,10002,10451,4,9,13
L08410,10451,10467,4,9,14
L08411,10451,10475,4,9,12
L08412,10451,10003,4,9,12
L08413,10451,10425,4,9,12
L08414,10451,10080,4,9,11
L08415,10430,10428,4,9,10
L08416,10451,10737,4,9,14
L08417,10451,10475,4,9,13
L08418,10451,10281,4,9,11
L08419,10451,10461,4,9,14
L08420,10451,10082,4,9,12
L08421,10451,10545,4,9,10
L08422,10451,10475,4,9,14
L08423,10451,10082,4,9,11
L08424,10451,10428,4,9,13
L08425,10451,10450,4,9,13
L08426,10451,10082,4,9,12
L08427,10451,10349,4,9,15
L08428,10451,10519,4,9,12
L08429,10451,10442,4,9,12
L08430,10451,10082,4,9,13
L08431,10451,10441,4,9,11
L08432,10451,10058,4,9,12
L08433,10451,10200,4,9,12
L08434,10451,10100,4,9,12
L08435,10451,10779,4,9,13
L08436,10451,10015,3,9,14
L08437,10451,10082,3,9,11
L08438,10549,10074,3,9,12
L08439,10545,10442,3,9,12
L08440,10549,10127,3,9,11
L08441,10549,10682,3,9,13
L08442,10429,10520,3,9,13
L08443,10451,10422,3,9,12
L08444,10451,10080,3,9,11
L08445,10451,10472,3,9,13
L08446,10451,10425,3,9,13
L08447,10451,10445,3,9,13
L08448,10451,10423,3,9,13
L08449,10451,10012,3,9,12
L08450,10451,10781,3,9,12
L08451,10451,10551,3,9,12
L08452,10451,10310,3,9,15
L08453,10451,10800,3,9,14
L08454,10451,10067,3,9,11
L08455,10451,10349,3,9,14
L08456,10451,10064,3,9,13
L08457,10451,10427,3,9,13
L08458,10434,10451,3,9,12
L08459,10549,10025,3,9,12
L08460,10549,10067,3,9,13
L08461,10549,10483,3,9,12
L08462,10433,10451,3,9,11
L08463,10452,10350,3,9,14
L08464,10452,10726,3,9,10
L08465,10451,10101,3,9,14
L08466,10451,10350,3,9,15
L08467,10451,10555,3,9,11
L08468,10451,10002,3,9,14
L08469,10451,10003,3,9,14
L08470,10549,10415,3,9,14
L08471,10451,10095,3,9,14
L08472,10451,10082,3,9,12
L08473,10451,10342,3,9,12
L08474,10451,10438,3,9,10
L08475,10451,10203,3,9,12
L08476,10451,10800,3,9,14
L08477,10549,10461,3,9,13
L08478,10429,10549,3,9,12
L08479,10451,10437,3,9,13
L08480,10451,10012,3,9,12
L08481,10451,10012,3,9,14
L08482,10451,10446,3,9,13
L08483,10451,10525,3,9,13
L08484,10451,10425,3,9,13
L08485,10451,10418,3,9,12
L08486,10451,10100,2,9,14
L08487,10549,10453,2,9,10
L08488,10451,10433,2,9,11
L08489,10451,10074,2,9,12
L08490,10451,10378,2,9,14
L08491,10451,10278,2,9,15
L08492,10451,10467,2,9,14
L08493,10451,10095,2,9,13
L08494,10451,10478,2,9,13
L08495,10451,10059,2,9,13
L08496,10451,10289,2,9,13
L08497,10451,10410,2,9,13
L08498,10451,10734,2,9,12
L08499,10451,10191,2,9,13
L08500,10451,10422,2,9,11
L08501,10451,10203,2,9,13
L08502,10451,10438,2,9,12
L08503,10549,10206,2,9,11
L08504,10549,10003,2,9,14
L08505,10452,10015,2,9,14
L08506,10451,10442,2,9,10
L08507,10451,10200,2,9,11
L08508,10451,10082,2,9,11
L08509,10451,10428,2,9,11
L08510,10451,10520,2,9,13
L08511,10451,10273,2,9,15
L08512,10451,10418,2,9,10
L08513,10451,10439,2,9,11
L08514,10451,10428,2,9,12
L08515,10451,10082,2,9,12
L08516,10451,10419,2,9,12
L08517,10451,10442,2,9,10
L08518,10451,10439,2,9,11
L08519,10451,10121,2,9,13
L08520,10451,10100,2,9,14
L08521,10451,10762,2,9,13
L08522,10451,10082,2,9,11
L08523,10451,10263,2,9,15
L08524,10451,10058,2,9,11
L08525,10451,10263,2,9,13
L08526,10451,10817,2,9,13
L08527,10451,10422,2,9,11
L08528,10451,10059,2,9,13
L08529,10451,10462,2,9,12
L08530,10549,10435,2,9,11
L08531,10549,10422,2,9,12
L08532,10451,10100,2,9,13
L08533,10451,10205,2,9,11
L08534,10451,10206,2,9,11
L08535,10451,10415,2,9,13
L08536,10451,10289,2,9,14
L08537,10451,10378,2,9,14
L08538,10451,10378,2,9,12
L08539,10451,10520,2,9,12
L08540,10451,10554,2,9,10
L08541,10451,10600,2,9,14
L08542,10451,10713,2,9,11
L08543,10451,10713,2,9,12
L08544,10451,10826,2,9,15
L08545,10451,10779,2,9,11
L08546,10451,10067,2,9,11
L08547,10451,10127,2,9,13
L08548,10451,10244,2,9,14
L08549,10451,10350,2,9,14
L08550,10451,10349,2,9,13
L08551,10451,10467,2,9,14
L08552,10451,10403,2,9,14
L08553,10451,10800,2,9,14
L08554,10451,10424,2,9,13
L08555,10451,10425,2,9,11
L08556,10451,10427,2,9,13
L08557,10451,10450,2,9,11
L08558,10549,10440,2,9,12
L08559,10451,10424,2,9,12
L08560,10451,10067,2,9,13
L08561,10451,10085,2,9,12
L08562,10451,10475,2,9,14
L08563,10451,10064,2,9,13
L08564,10451,10082,2,9,12
L08565,10451,10424,2,9,11
L08566,10451,10428,2,9,11
L08567,10451,10452,2,9,10
L08568,10451,10654,2,9,12
L08569,10451,10843,2,9,13
L08570,10451,10734,2,9,14
L08571,10451,10419,2,9,11
L08572,10549,10438,2,9,11
L08573,10451,10701,2,9,15
L08574,10549,10472,2,9,14
L08575,10451,10191,2,9,12
L08576,10451,10096,2,9,12
L08577,10451,10442,2,9,10
L08578,10451,10100,2,9,13
L08579,10451,10191,2,9,11
L08580,10451,10087,2,9,12
L08581,10451,10425,2,9,11
L08582,10451,10469,2,9,12
L08583,10451,10082,2,9,13
L08584,10451,10472,2,9,12
L08585,10451,10438,2,9,12
L08586,10451,10418,2,9,11
L08587,10451,10519,2,9,13
L08588,10451,10421,2,9,13
L08589,10451,10422,2,9,12
L08590,10451,10422,2,9,11
L08591,10451,10425,2,9,12
L08592,10451,10427,2,9,11
L08593,10451,10450,2,9,11
L08594,10451,10428,2,9,13
L08595,10451,10003,1,9,12
L08596,10451,10200,1,9,11
L08597,10451,10200,1,9,12
L08598,10451,10419,1,9,12
L08599,10451,10100,1,9,14
L08600,10451,10452,1,9,12
L08601,10451,10418,1,9,12
L08602,10451,10074,1,9,11
L08603,10451,10422,1,9,11
L08604,10451,10082,1,9,11
L08605,10451,10095,1,9,12
L08606,10451,10716,1,9,12
L08607,10451,10801,1,9,14
L08608,10451,10442,1,9,10
L08609,10451,10082,1,9,11
L08610,10451,10095,1,9,12
L08611,10451,10082,1,9,12
L08612,10451,10424,1,9,12
L08613,10451,10082,1,9,11
L08614,10451,10422,1,9,11
L08615,10451,10520,1,9,13
L08616,10451,10424,1,9,11
L08617,10451,10422,1,9,13
L08618,10451,10082,1,9,11
L08619,10451,10200,1,9,12
L08620,10451,10439,1,9,12
L08621,10451,10095,1,9,14
L08622,10451,10423,1,9,12
L08623,10451,10421,1,9,12
L08624,10451,10817,1,9,15
L08625,10451,10834,1,9,14
L08626,10451,10200,1,9,11
L08627,10451,10668,1,9,14
L08628,10451,10630,1,9,14
L08629,10451,10668,1,9,12
L08630,10451,10342,1,9,12
L08631,10451,10441,1,9,12
L08632,10451,10428,1,9,11
L08633,10451,10657,1,9,13
L08634,10451,10082,1,9,13
L08635,10451,10428,1,9,12
L08636,10451,10475,1,9,13
L08637,10451,10423,1,9,11
L08638,10451,10328,1,9,15
L08639,10451,10349,1,9,14
L08640,10549,10350,1,9,14
L08641,10549,10003,1,9,12
L08642,10430,10549,1,9,11
L08643,10451,10450,1,9,12
L08644,10451,10600,1,9,15
L08645,10451,10350,1,9,15
L08646,10451,10471,1,9,12
L08647,10451,10310,1,9,13
L08648,10451,10349,1,9,15
L08649,10451,10423,1,9,11
L08650,10451,10349,1,9,14
L08651,10451,10095,1,9,12
L08652,10451,10421,1,9,12
L08653,10451,10817,1,9,13
L08654,10451,10349,1,9,13
L08655,10451,10349,1,9,15
L08656,10451,10423,1,9,12
L08657,10451,10817,1,9,15
L08658,10451,10206,1,9,12
L08659,10451,10074,1,9,11
L08660,10451,10200,1,9,12
L08661,10451,10421,1,9,11
L08662,10451,10529,1,9,13
L08663,10451,10450,1,9,13
L08664,10414,10015,75,10,13
L08665,10451,10002,71,10,15
L08666,10451,10579,67,10,14
L08667,10015,10560,65,10,14
L08668,10083,10579,65,10,13
L08669,10015,10525,65,10,14
L08670,10414,10015,65,10,11
L08671,10826,10350,65,10,11
L08672,10002,10015,63,10,11
L08673,10003,10009,63,10,13
L08674,10519,10581,63,10,14
L08675,10549,10731,63,10,15
L08676,10451,10321,62,10,15
L08677,10451,10843,62,10,15
L08678,10451,10525,62,10,14
L08679,10451,10843,62,10,15
L08680,10549,10418,62,10,13
L08681,10549,10800,61,10,15
L08682,10549,10577,61,10,13
L08683,10630,10350,60,10,13
L08684,10451,10800,58,10,16
L08685,10451,10079,57,10,12
L08686,10549,10064,56,10,14
L08687,10549,10468,56,10,15
L08688,10549,10554,55,10,13
L08689,10549,10425,54,10,14
L08690,10549,10762,54,10,13
L08691,10549,10076,54,10,14
L08692,10549,10456,53,10,14
L08693,10549,10011,53,10,14
L08694,10451,10554,53,10,11
L08695,10385,10015,53,10,13
L08696,10549,10015,53,10,14
L08697,10549,10321,52,10,15
L08698,10549,10451,52,10,11
L08699,10549,10427,52,10,12
L08700,10549,10483,52,10,14
L08701,10549,10342,51,10,14
L08702,10549,10451,51,10,12
L08703,10452,10439,51,10,14
L08704,10549,10451,51,10,11
L08705,10549,10198,50,10,12
L08706,10451,10734,50,10,14
L08707,10549,10468,50,10,14
L08708,10451,10003,49,10,15
L08709,10549,10461,49,10,14
L08710,10549,10779,49,10,13
L08711,10451,10549,48,10,12
L08712,10549,10650,48,10,15
L08713,10549,10127,48,10,13
L08714,10549,10800,47,10,15
L08715,10073,10549,47,10,14
L08716,10549,10650,47,10,15
L08717,10549,10110,47,10,13
L08718,10549,10472,47,10,13
L08719,10451,10520,46,10,14
L08720,10549,10200,46,10,14
L08721,10549,10423,46,10,13
L08722,10549,10083,46,10,15
L08723,10549,10462,46,10,15
L08724,10451,10467,45,10,14
L08725,10549,10415,45,10,15
L08726,10549,10087,45,10,14
L08727,10549,10002,45,10,15
L08728,10549,10073,44,10,14
L08729,10549,10328,44,10,15
L08730,10418,10549,44,10,13
L08731,10549,10469,44,10,15
L08732,10101,10451,44,10,14
L08733,10549,10074,43,10,14
L08734,10549,10650,43,10,14
L08735,10549,10328,43,10,15
L08736,10451,10414,43,10,13
L08737,10943,10420,43,10,14
L08738,10549,10127,43,10,12
L08739,10549,10950,42,10,13
L08740,10549,10456,42,10,13
L08741,10549,10127,41,10,13
L08742,10549,10458,41,10,15
L08743,10549,10737,41,10,14
L08744,10549,10012,41,10,15
L08745,10451,10087,41,10,14
L08746,10551,10549,40,10,11
L08747,10549,10483,40,10,14
L08748,10549,10101,40,10,15
L08749,10549,10478,40,10,14
L08750,10451,10461,40,10,14
L08751,10549,10230,40,10,14
L08752,10549,10073,40,10,12
L08753,10549,10735,39,10,15
L08754,10549,10002,39,10,13
L08755,10549,10384,39,10,13
L08756,10429,10076,39,10,13
L08757,10310,10549,39,10,16
L08758,10549,10650,39,10,15
L08759,10451,10549,39,10,11
L08760,10549,10116,38,10,13
L08761,10549,10083,38,10,15
L08762,10549,10083,38,10,14
L08763,10549,10713,38,10,11
L08764,10461,10549,38,10,13
L08765,10451,10074,38,10,14
L08766,10451,10438,38,10,13
L08767,10451,10079,38,10,14
L08768,10549,10441,38,10,13
L08769,10549,10737,38,10,14
L08770,10451,10549,37,10,12
L08771,10549,10073,37,10,12
L08772,10451,10450,37,10,14
L08773,10451,10378,37,10,15
L08774,10450,10418,37,10,14
L08775,10927,10549,37,10,12
L08776,10549,10525,37,10,14
L08777,10549,10415,37,10,14
L08778,10549,10955,37,10,14
L08779,10549,10483,37,10,13
L08780,10451,10079,36,10,14
L08781,10549,10095,36,10,14
L08782,10549,10080,36,10,12
L08783,10451,10445,36,10,14
L08784,10451,10433,36,10,12
L08785,10549,10533,36,10,12
L08786,10549,10073,36,10,14
L08787,10549,10483,35,10,13
L08788,10549,10551,35,10,12
L08789,10549,10082,35,10,14
L08790,10549,10278,35,10,14
L08791,10549,10338,35,10,14
L08792,10549,10410,35,10,13
L08793,10549,10244,35,10,14
L08794,10549,10350,35,10,14
L08795,10549,10478,35,10,15
L08796,10549,10410,35,10,14
L08797,10577,10549,35,10,15
L08798,10451,10950,34,10,13
L08799,10079,10549,34,10,13
L08800,10451,10458,34,10,13
L08801,10451,10438,34,10,13
L08802,10549,10464,34,10,14
L08803,10451,10438,34,10,12
L08804,10549,10779,33,10,14
L08805,10549,10950,33,10,14
L08806,10780,10424,33,10,11
L08807,10549,10650,33,10,15
L08808,10451,10453,32,10,12
L08809,10549,10414,32,10,15
L08810,10451,10869,32,10,14
L08811,10451,10082,32,10,12
L08812,10549,10012,32,10,15
L08813,10551,10549,32,10,13
L08814,10600,10549,32,10,14
L08815,10390,10450,32,10,14
L08816,10452,10451,32,10,11
L08817,10549,10349,32,10,15
L08818,10549,10650,32,10,13
L08819,10780,10826,31,10,15
L08820,10413,10549,31,10,14
L08821,10244,10451,31,10,13
L08822,10073,10076,31,10,12
L08823,10549,10403,31,10,13
L08824,10549,10472,31,10,13
L08825,10451,10074,30,10,12
L08826,10549,10520,30,10,15
L08827,10549,10410,30,10,15
L08828,10549,10310,30,10,15
L08829,10549,10230,30,10,14
L08830,10549,10403,30,10,15
L08831,10549,10015,30,10,13
L08832,10549,10066,30,10,13
L08833,10549,10095,30,10,15
L08834,10547,10549,30,10,13
L08835,10650,10549,30,10,14
L08836,10549,10080,30,10,14
L08837,10713,10429,29,10,12
L08838,10549,10342,29,10,13
L08839,10451,10424,29,10,14
L08840,10433,10549,29,10,14
L08841,10549,10423,28,10,12
L08842,10549,10423,28,10,13
L08843,10483,10451,28,10,13
L08844,10549,10520,28,10,13
L08845,10549,10433,28,10,12
L08846,10549,10600,28,10,16
L08847,10549,10456,28,10,14
L08848,10549,10101,27,10,13
L08849,10451,10443,27,10,13
L08850,10549,10003,27,10,13
L08851,10549,10781,27,10,14
L08852,10939,10350,27,10,12
L08853,10549,10475,27,10,14
L08854,10012,10549,27,10,15
L08855,10549,10435,26,10,12
L08856,10549,10429,26,10,14
L08857,10549,10600,26,10,14
L08858,10451,10444,26,10,13
L08859,10451,10390,26,10,14
L08860,10549,10273,26,10,15
L08861,10549,10456,26,10,14
L08862,10549,10015,26,10,14
L08863,10549,10577,25,10,15
L08864,10548,10451,25,10,13
L08865,10451,10547,25,10,13
L08866,10549,10445,25,10,13
L08867,10451,10230,25,10,13
L08868,10549,10800,25,10,15
L08869,10549,10058,25,10,13
L08870,10451,10082,25,10,14
L08871,10451,10629,25,10,13
L08872,10549,10079,24,10,14
L08873,10549,10410,24,10,15
L08874,10451,10545,24,10,13
L08875,10549,10058,24,10,12
L08876,10451,10549,24,10,11
L08877,10549,10349,24,10,15
L08878,10525,10451,24,10,15
L08879,10549,10869,24,10,12
L08880,10549,10059,24,10,12
L08881,10549,10127,24,10,12
L08882,10549,10011,23,10,14
L08883,10549,10002,23,10,15
L08884,10549,10067,23,10,14
L08885,10549,10101,23,10,15
L08886,10549,10781,23,10,13
L08887,10549,10472,23,10,15
L08888,10549,10843,23,10,16
L08889,10549,10410,23,10,13
L08890,10549,10059,23,10,13
L08891,10780,10713,23,10,12
L08892,10451,10191,23,10,12
L08893,10834,10350,23,10,11
L08894,10483,10549,23,10,15
L08895,10549,10058,23,10,14
L08896,10549,10083,23,10,13
L08897,10549,10082,23,10,12
L08898,10197,10549,23,10,13
L08899,10451,10442,22,10,12
L08900,10451,10447,22,10,13
L08901,10472,10549,22,10,13
L08902,10780,10415,22,10,15
L08903,10549,10734,22,10,13
L08904,10390,10549,22,10,15
L08905,10451,10545,22,10,13
L08906,10451,10418,22,10,13
L08907,10451,10443,22,10,12
L08908,10451,10452,22,10,13
L08909,10549,10477,21,10,14
L08910,10549,10384,21,10,14
L08911,10780,10875,21,10,14
L08912,10451,10452,21,10,11
L08913,10549,10349,21,10,14
L08914,10549,10066,21,10,12
L08915,10451,10445,21,10,14
L08916,10549,10244,21,10,15
L08917,10244,10549,20,10,14
L08918,10549,10438,20,10,11
L08919,10549,10533,20,10,14
L08920,10549,10800,20,10,15
L08921,10451,10438,20,10,13
L08922,10927,10549,20,10,12
L08923,10668,10426,20,10,15
L08924,10519,10549,20,10,13
L08925,10549,10059,20,10,14
L08926,10549,10579,20,10,13
L08927,10549,10600,20,10,14
L08928,10780,10600,20,10,14
L08929,10549,10650,20,10,14
L08930,10549,10843,20,10,14
L08931,10451,10428,19,10,14
L08932,10549,10015,19,10,15
L08933,10549,10193,19,10,14
L08934,10549,10100,19,10,15
L08935,10451,10067,19,10,14
L08936,10549,10058,19,10,13
L08937,10549,10734,19,10,13
L08938,10549,10095,19,10,13
L08939,10451,10422,19,10,14
L08940,10244,10549,19,10,13
L08941,10549,10079,19,10,12
L08942,10451,10418,18,10,13
L08943,10780,10441,18,10,13
L08944,10549,10127,18,10,13
L08945,10549,10101,18,10,15
L08946,10780,10461,18,10,14
L08947,10780,10378,18,10,15
L08948,10451,10082,18,10,12
L08949,10549,10869,18,10,13
L08950,10549,10342,18,10,13
L08951,10549,10415,18,10,13
L08952,10451,10425,18,10,14
L08953,10549,10581,18,10,13
L08954,10549,10082,18,10,12
L08955,10549,10342,18,10,13
L08956,10421,10549,18,10,13
L08957,10433,10549,18,10,12
L08958,10549,10477,18,10,13
L08959,10780,10003,17,10,15
L08960,10451,10082,17,10,14
L08961,10549,10002,17,10,13
L08962,10549,10483,17,10,13
L08963,10549,10533,17,10,14
L08964,10549,10415,17,10,15
L08965,10581,10549,17,10,14
L08966,10415,10549,17,10,14
L08967,10520,10452,17,10,14
L08968,10451,10438,17,10,13
L08969,10549,10230,17,10,13
L08970,10780,10943,17,10,13
L08971,10549,10015,16,10,14
L08972,10451,10472,16,10,14
L08973,10780,10433,16,10,13
L08974,10780,10350,16,10,16
L08975,10780,10836,16,10,16
L08976,10549,10800,16,10,16
L08977,10549,10110,16,10,14
L08978,10549,10205,16,10,13
L08979,10549,10737,16,10,14
L08980,10549,10788,16,10,13
L08981,10549,10472,16,10,15
L08982,10451,10059,15,10,12
L08983,10549,10244,15,10,15
L08984,10549,10328,15,10,15
L08985,10451,10059,15,10,12
L08986,10472,10549,15,10,15
L08987,10549,10448,15,10,13
L08988,10549,10415,15,10,14
L08989,10549,10073,15,10,13
L08990,10549,10100,14,10,13
L08991,10549,10424,14,10,14
L08992,10451,10079,14,10,14
L08993,10451,10067,14,10,14
L08994,10451,10417,14,10,12
L08995,10451,10197,14,10,13
L08996,10549,10074,14,10,13
L08997,10451,10422,14,10,14
L08998,10451,10630,14,10,15
L08999,10451,10384,14,10,15
L09000,10780,10197,13,10,12
L09001,10780,10469,13,10,15
L09002,10451,10551,13,10,13
L09003,10444,10093,13,10,14
L09004,10780,10064,13,10,14
L09005,10780,10193,13,10,13
L09006,10780,10384,13,10,15
L09007,10780,10800,13,10,16
L09008,10549,10433,12,10,14
L09009,10549,10073,12,10,14
L09010,10549,10477,12,10,14
L09011,10780,10011,12,10,13
L09012,10780,10461,12,10,13
L09013,10735,10549,12,10,13
L09014,10101,10549,12,10,15
L09015,10422,10549,12,10,13
L09016,10338,10549,12,10,12
L09017,10203,10549,12,10,12
L09018,10321,10549,12,10,14
L09019,10101,10549,12,10,14
L09020,10012,10549,12,10,15
L09021,10444,10121,12,10,15
L09022,10451,10450,12,10,14
L09023,10549,10427,12,10,12
L09024,10549,10328,12,10,15
L09025,10549,10096,12,10,13
L09026,10549,10529,12,10,14
L09027,10549,10436,12,10,13
L09028,10549,10950,12,10,14
L09029,10549,10003,12,10,15
L09030,10451,10067,11,10,14
L09031,10444,10064,11,10,13
L09032,10549,10321,11,10,15
L09033,10549,10067,11,10,14
L09034,10549,10110,11,10,13
L09035,10549,10468,11,10,14
L09036,10549,10529,11,10,13
L09037,10451,10826,11,10,16
L09038,10780,10800,10,10,15
L09039,10451,10378,10,10,13
L09040,10780,10950,10,10,12
L09041,10780,10352,10,10,16
L09042,10451,10082,9,10,13
L09043,10451,10434,9,10,14
L09044,10780,10549,9,10,14
L09045,10244,10549,9,10,13
L09046,10549,10244,9,10,15
L09047,10549,10025,9,10,13
L09048,10549,10779,9,10,13
L09049,10015,10418,9,10,15
L09050,10451,10545,9,10,12
L09051,10780,10350,9,10,16
L09052,10549,10424,9,10,14
L09053,10549,10551,8,10,12
L09054,10549,10082,8,10,12
L09055,10015,10451,8,10,15
L09056,10780,10191,8,10,12
L09057,10780,10205,8,10,14
L09058,10011,10450,8,10,13
L09059,10421,10450,8,10,12
L09060,10554,10450,8,10,12
L09061,10549,10462,8,10,15
L09062,10549,10342,8,10,13
L09063,10549,10338,8,10,12
L09064,10451,10082,8,10,13
L09065,10780,10471,7,10,13
L09066,10244,10549,7,10,13
L09067,10551,10426,7,10,12
L09068,10011,10549,7,10,13
L09069,10780,10630,7,10,14
L09070,10451,10403,7,10,15
L09071,10451,10629,7,10,13
L09072,10549,10461,7,10,15
L09073,10549,10422,7,10,13
L09074,10549,10438,7,10,11
L09075,10549,10080,7,10,13
L09076,10549,10421,6,10,12
L09077,10011,10451,6,10,14
L09078,10549,10650,6,10,13
L09079,10244,10549,6,10,14
L09080,10451,10082,6,10,14
L09081,10549,10420,6,10,13
L09082,10451,10074,5,10,13
L09083,10549,10064,5,10,14
L09084,10520,10442,5,10,15
L09085,10549,10421,5,10,12
L09086,10549,10200,5,10,13
L09087,10451,10424,5,10,13
L09088,10451,10080,5,10,13
L09089,10414,10549,5,10,13
L09090,10780,10080,5,10,15
L09091,10549,10713,5,10,13
L09092,10520,10451,5,10,14
L09093,10549,10100,5,10,14
L09094,10549,10350,5,10,16
L09095,10520,10426,5,10,14
L09096,10668,10451,5,10,14
L09097,10520,10444,5,10,13
L09098,10520,10549,5,10,14
L09099,10451,10525,5,10,13
L09100,10520,10450,5,10,15
L09101,10519,10451,5,10,13
L09102,10519,10549,5,10,15
L09103,10451,10082,4,10,14
L09104,10451,10635,4,10,15
L09105,10451,10616,4,10,15
L09106,10244,10451,4,10,15
L09107,10451,10713,4,10,12
L09108,10451,10203,4,10,14
L09109,10549,10064,4,10,12
L09110,10549,10438,4,10,13
L09111,10549,10442,4,10,13
L09112,10451,10425,4,10,14
L09113,10549,10462,4,10,15
L09114,10549,10422,4,10,14
L09115,10549,10453,4,10,13
L09116,10451,10059,3,10,12
L09117,10451,10469,3,10,15
L09118,10549,10472,3,10,15
L09119,10451,10779,3,10,12
L09120,10321,10442,3,10,14
L09121,10015,10418,3,10,15
L09122,10451,10525,3,10,15
L09123,10025,10426,3,10,14
L09124,10549,10462,2,10,14
L09125,10549,10414,2,10,14
L09126,10451,10450,2,10,14
L09127,10451,10082,2,10,14
L09128,10549,10422,2,10,14
L09129,10451,10551,2,10,12
L09130,10451,10453,2,10,13
L09131,10451,10445,2,10,13
L09132,10451,10950,1,10,12
L09133,10451,10630,1,10,15
L09134,10451,10726,1,10,11
L09135,10451,10025,1,10,13
L09136,10015,10418,1,10,15
L09137,10451,10654,1,10,13
L09138,10451,10478,1,10,15
L09139,10451,10378,1,10,13
L09140,10742,10734,8,11,12
L09141,10742,10734,7,11,14
L09142,10349,10350,72,12,14
L09143,10520,10519,70,12,13
L09144,10451,10472,66,12,15
L09145,10101,10579,65,12,16
L09146,10451,10600,62,12,18
L09147,10451,10101,62,12,17
L09148,10451,10438,62,12,15
L09149,10451,10427,62,12,16
L09150,10451,10015,61,12,16
L09151,10451,10549,61,12,15
L09152,10451,10549,61,12,13
L09153,10737,10735,60,12,13
L09154,10451,10600,60,12,16
L09155,10549,10433,59,12,16
L09156,10073,10549,59,12,14
L09157,10349,10350,57,12,14
L09158,10378,10015,55,12,15
L09159,10451,10458,54,12,17
L09160,10826,10350,53,12,15
L09161,10549,10441,53,12,16
L09162,10451,10483,52,12,15
L09163,10549,10451,52,12,13
L09164,10549,10448,51,12,15
L09165,10011,10015,51,12,13
L09166,10630,10350,50,12,14
L09167,10451,10419,50,12,16
L09168,10412,10015,50,12,15
L09169,10451,10350,49,12,16
L09170,10451,10734,49,12,16
L09171,10003,10015,49,12,14
L09172,10451,10064,49,12,14
L09173,10549,10447,49,12,14
L09174,10549,10450,48,12,16
L09175,10549,10067,48,12,16
L09176,10451,10096,48,12,17
L09177,10451,10289,47,12,18
L09178,10549,10467,47,12,16
L09179,10429,10826,47,12,18
L09180,10429,10843,47,12,18
L09181,10012,10015,47,12,15
L09182,10451,10096,47,12,17
L09183,10451,10127,47,12,14
L09184,10826,10350,47,12,15
L09185,10410,10015,47,12,14
L09186,10549,10074,46,12,14
L09187,10451,10444,46,12,13
L09188,10451,10779,46,12,16
L09189,10430,10200,45,12,16
L09190,10549,10440,45,12,14
L09191,10451,10461,45,12,15
L09192,10452,10079,44,12,15
L09193,10549,10472,44,12,17
L09194,10015,10549,44,12,16
L09195,10549,10551,44,12,14
L09196,10635,10350,44,12,15
L09197,10549,10467,44,12,15
L09198,10549,10076,44,12,16
L09199,10451,10651,44,12,16
L09200,10451,10079,44,12,14
L09201,10451,10781,44,12,16
L09202,10451,10059,43,12,14
L09203,10549,10342,43,12,14
L09204,10451,10875,42,12,17
L09205,10549,10197,42,12,14
L09206,10549,10483,42,12,17
L09207,10549,10391,42,12,16
L09208,10451,10668,41,12,17
L09209,10451,10025,41,12,14
L09210,10451,10191,41,12,16
